Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_2,1,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9552,0.4714,,,,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",25.82,MLP,,,,,,,"(64,)",0.01,0.001
dataset_2,2,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9406,0.4588,,,,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",39.33,MLP,,,,,,,"(128,)",0.01,0.001
dataset_2,3,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9447,0.5002,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",39.3,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_2,4,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9468,0.4599,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",31.53,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_2,5,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9415,0.4532,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",47.26,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_2,6,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9572,0.4664,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.001}",48.9,MLP,,,,,,,"(64, 64)",0.001,0.0001
dataset_2,7,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.952,0.4921,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.01}",56.29,MLP,,,,,,,"(64, 64)",0.01,0.0001
dataset_2,8,19,7,"F1, F2, F10, F11, F12, F13, F15",0.9509,0.5017,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",50.74,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_2,9,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9614,0.553,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",30.87,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_2,10,19,7,"F1, F2, F10, F11, F12, F13, F15",0.9457,0.4555,,,,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",31.52,MLP,,,,,,,"(64,)",0.01,0.001
